City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm)
Донецьк,2010,6,22.8,33.8,11.1,4.0,26.5,0.0
Донецьк,2010,7,25.4,35.9,17.1,3.4,39.9,0.0
Донецьк,2010,8,26.3,38.6,8.7,4.1,2.0,0.0
Донецьк,2010,9,17.3,33.6,4.8,4.3,53.7,0.0
Донецьк,2010,10,6.1,17.0,-3.1,4.7,55.0,0.0
Донецьк,2010,11,8.5,19.3,-0.6,4.0,29.8,0.0
Донецьк,2010,12,0.0,10.4,-8.5,4.4,77.9,17.0
Луганськ,2010,2,0.5,6.6,-3.0,3.3,0.001,0.0
Луганськ,2010,3,2.1,20.8,-10.7,2.7,19.2,7.0
Луганськ,2010,4,10.0,22.2,-1.0,2.3,31.9,0.0
Луганськ,2010,5,17.8,28.6,5.7,1.9,91.6,0.0
Луганськ,2010,6,23.6,35.5,9.6,2.2,20.3,0.0
Луганськ,2010,7,25.8,39.0,16.0,1.8,48.2,0.0
Луганськ,2010,8,25.8,41.0,5.8,1.9,4.5,0.0
Луганськ,2010,9,17.4,36.0,2.2,2.4,70.5,0.0
Луганськ,2010,10,6.7,19.6,-3.3,2.6,33.2,0.0
Луганськ,2010,11,8.6,21.0,-2.8,2.2,33.3,0.0
Луганськ,2010,12,1.1,20.2,-9.0,2.2,60.4,10.0
Вінниця,2011,1,-3.0,6.1,-13.6,3.2,22.4,8.0
Вінниця,2011,2,-5.9,10.6,-17.2,5.4,38.0,19.0
Вінниця,2011,3,0.6,16.9,-16.1,3.9,5.8,15.0
Вінниця,2011,4,9.1,21.4,0.8,4.5,19.9,0.7
Вінниця,2011,5,15.3,26.8,2.4,3.4,45.1,0.0
Вінниця,2011,6,19.2,29.5,10.6,3.8,141.6,0.0
Вінниця,2011,7,20.5,30.8,9.4,2.9,79.4,0.0
Вінниця,2011,8,18.4,28.3,8.2,3.5,19.6,0.0
Вінниця,2011,9,15.2,26.7,4.2,2.8,14.2,0.0
Вінниця,2011,10,6.8,23.8,-3.6,3.8,43.8,0.0
Вінниця,2011,11,1.6,11.4,-7.0,3.6,1.6,1.0
Вінниця,2011,12,1.3,12.0,-9.8,3.8,14.6,4.0
Володимир,2011,1,-1.6,6.3,-13.7,1.9,47.3,12.0
Володимир,2011,2,-4.3,8.6,-15.4,3.1,33.5,7.0
Володимир,2011,3,1.8,18.1,-17.0,2.6,10.7,6.0
Володимир,2011,4,10.0,22.8,0.4,2.7,34.0,0.0
Володимир,2011,5,14.3,28.4,0.0,1.9,43.6,0.0
Володимир,2011,6,18.6,30.6,10.0,2.1,101.6,0.0
Володимир,2011,7,19.3,32.2,10.7,1.7,210.5,0.0
Володимир,2011,8,18.8,28.4,8.3,1.6,107.8,0.0
Володимир,2011,9,14.7,27.8,1.0,1.4,11.1,0.0
Володимир,2011,10,7.3,21.8,-3.2,1.8,27.3,0.0
Володимир,2011,11,2.1,12.6,-7.4,1.9,1.7,0.7
Володимир,2011,12,2.2,12.1,-4.6,2.1,42.4,1.0
Дніпро,2011,1,-5.7,1.0,-18.5,2.8,47.1,32.0
Дніпро,2011,2,-7.3,4.8,-19.5,5.7,55.9,23.0
Дніпро,2011,3,0.5,15.3,-15.5,4.3,28.2,18.0
Дніпро,2011,4,9.2,24.1,-0.5,4.2,24.0,0.0
Дніпро,2011,5,17.9,31.0,4.7,3.3,29.3,0.0
Дніпро,2011,6,21.2,32.5,11.7,3.2,114.9,0.0
Дніпро,2011,7,23.9,35.6,15.2,3.2,51.2,0.0
Дніпро,2011,8,21.6,35.7,11.6,3.5,19.1,0.0
Дніпро,2011,9,16.6,31.2,6.4,3.2,23.5,0.0
Дніпро,2011,10,8.4,25.1,-2.7,3.5,12.4,0.0
Дніпро,2011,11,0.9,11.6,-11.1,3.6,5.2,0.0
Дніпро,2011,12,1.6,12.2,-5.6,4.3,45.2,1.0
Житомир,2011,1,-2.1,4.2,-12.2,1.8,18.1,9.0
Житомир,2011,2,-5.8,10.4,-18.4,2.4,36.3,25.0
Житомир,2011,3,1.3,16.0,-16.2,1.8,9.2,16.0
Житомир,2011,4,9.5,21.8,0.4,1.7,29.4,0.0
Житомир,2011,5,15.6,29.2,2.3,1.1,32.6,0.0
Житомир,2011,6,19.9,30.0,11.2,1.1,100.5,0.0
Житомир,2011,7,20.7,31.0,10.2,1.2,135.2,0.0
Житомир,2011,8,18.8,28.0,9.3,1.2,52.1,0.0
Житомир,2011,9,15.0,26.6,3.8,1.2,21.2,0.0
Житомир,2011,10,6.8,22.8,-3.9,1.1,28.6,0.0
Житомир,2011,11,2.2,11.8,-6.4,1.5,2.8,0.0
Житомир,2011,12,2.0,12.4,-8.2,1.9,25.1,4.0
Запоріжжя,2011,1,-5.5,2.3,-21.7,2.5,28.4,27.0
Запоріжжя,2011,2,-7.0,5.3,-19.4,4.9,17.0,18.0
Запоріжжя,2011,3,0.7,15.2,-15.9,3.9,7.9,6.0
Запоріжжя,2011,4,9.3,24.1,-1.4,4.1,35.7,0.0
Запоріжжя,2011,5,17.8,29.7,4.3,2.8,35.9,0.0
Запоріжжя,2011,6,21.5,31.5,12.6,2.7,112.6,0.0
Запоріжжя,2011,7,24.3,35.6,14.6,2.7,76.3,0.0
Запоріжжя,2011,8,22.0,35.2,12.0,3.2,13.1,0.0
Запоріжжя,2011,9,16.9,31.4,5.5,3.0,22.0,0.0
Запоріжжя,2011,10,8.8,24.5,-4.1,3.1,8.5,0.0
Запоріжжя,2011,11,0.8,11.4,-12.5,3.0,6.8,0.0
Запоріжжя,2011,12,2.0,11.9,-6.5,4.1,38.7,2.0
Івано-Франківськ,2011,1,-2.4,8.0,-19.2,1.6,29.5,9.0
Івано-Франківськ,2011,2,-2.9,15.0,-15.0,3.7,32.5,18.0
Івано-Франківськ,2011,3,1.7,18.7,-18.7,2.7,20.5,16.0
Івано-Франківськ,2011,4,9.4,22.0,-1.0,3.7,33.4,0.0
Івано-Франківськ,2011,5,14.1,27.4,0.7,2.5,42.0,0.0
Івано-Франківськ,2011,6,18.2,31.0,9.2,3.1,78.2,0.0
Івано-Франківськ,2011,7,19.6,32.8,6.8,2.3,80.3,0.0
Івано-Франківськ,2011,8,19.2,30.2,7.9,2.2,52.9,0.0
Івано-Франківськ,2011,9,15.8,29.8,2.7,1.9,15.4,0.0
Івано-Франківськ,2011,10,7.2,25.1,-6.5,2.4,23.9,0.0
Івано-Франківськ,2011,11,1.3,12.2,-8.3,1.5,2.5,0.0
Івано-Франківськ,2011,12,1.3,15.5,-11.4,1.9,19.8,2.0
Ізюм,2011,1,-7.3,1.3,-22.8,1.0,49.6,30.0
Ізюм,2011,2,-9.2,4.8,-26.6,2.9,30.6,27.0
Ізюм,2011,3,-0.4,13.6,-21.8,2.2,7.8,16.0
Ізюм,2011,4,8.6,24.4,-2.4,2.2,35.6,0.0
Ізюм,2011,5,17.2,29.6,4.8,1.4,57.9,0.0
Ізюм,2011,6,20.6,31.3,10.5,1.4,138.4,0.0
Ізюм,2011,7,23.8,35.2,12.5,1.3,77.2,0.0
Ізюм,2011,8,20.2,34.8,6.4,1.4,18.2,0.0
Ізюм,2011,9,14.4,27.9,2.4,1.2,24.2,0.0
Ізюм,2011,10,7.6,24.9,-5.2,1.3,59.3,0.0
Ізюм,2011,11,0.1,9.8,-14.4,2.1,10.3,1.0
Ізюм,2011,12,1.7,9.9,-5.9,2.7,41.9,1.0
Керч,2011,1,0.2,9.0,-7.5,3.8,27.9,3.0
Керч,2011,2,-1.4,9.6,-11.2,6.4,15.3,4.0
Керч,2011,3,3.0,16.8,-8.8,5.7,8.8,4.0
Керч,2011,4,8.7,18.8,-0.4,5.4,54.7,0.0
Керч,2011,5,15.4,26.4,4.9,4.0,10.0,0.0
Керч,2011,6,21.3,30.0,12.6,3.9,33.3,0.0
Керч,2011,7,25.4,34.0,13.4,3.8,0.3,0.0
Керч,2011,8,23.6,32.9,15.1,4.2,31.8,0.0
Керч,2011,9,19.1,29.2,8.0,4.5,18.0,0.0
Керч,2011,10,11.7,25.3,0.6,4.7,53.7,0.0
Керч,2011,11,2.2,10.6,-7.1,4.1,14.0,8.0
Керч,2011,12,5.2,14.3,-3.3,4.4,55.7,0.0
Київ,2011,1,-2.3,11.5,-13.4,2.6,21.3,11.0
Київ,2011,2,-6.2,9.9,-17.1,3.1,31.8,18.0
Київ,2011,3,1.6,15.7,-10.2,2.9,6.4,11.0
Київ,2011,4,10.2,23.6,0.6,2.7,23.2,0.0
Київ,2011,5,16.8,30.7,3.4,2.4,27.5,0.0
Київ,2011,6,21.1,31.9,12.7,2.6,133.0,0.0
Київ,2011,7,21.7,32.0,9.9,1.6,152.2,0.0
Київ,2011,8,19.3,28.9,11.6,2.2,51.3,0.0
Київ,2011,9,15.7,26.0,7.5,2.0,18.8,0.0
Київ,2011,10,7.6,22.9,-1.0,2.0,78.8,0.0
Київ,2011,11,2.4,11.3,-5.8,2.6,3.0,0.8
Київ,2011,12,2.2,11.7,-9.5,3.0,29.1,0.8
Кропивницький,2011,1,-4.4,2.2,-17.0,3.4,37.5,16.0
Кропивницький,2011,2,-6.2,9.2,-18.0,5.0,11.5,16.0
Кропивницький,2011,3,1.3,15.4,-13.4,4.2,94.9,6.0
Кропивницький,2011,4,9.1,22.8,-2.2,4.4,38.4,0.0
Кропивницький,2011,5,16.4,36.0,2.4,3.5,35.9,0.0
Кропивницький,2011,6,20.2,31.4,11.5,3.0,129.7,0.0
Кропивницький,2011,7,22.4,33.7,11.3,2.8,42.3,0.0
Кропивницький,2011,8,19.8,30.6,9.4,3.5,20.2,0.0
Кропивницький,2011,9,15.7,29.5,3.2,2.7,7.0,0.0
Кропивницький,2011,10,7.2,26.0,-5.0,3.0,21.7,0.0
Кропивницький,2011,11,1.2,10.9,-10.9,3.0,1.3,0.7
Кропивницький,2011,12,1.9,11.0,-9.7,4.1,51.9,5.0
Конотоп,2011,1,-5.1,0.8,-15.4,2.2,46.9,28.0
Конотоп,2011,2,-8.7,4.4,-19.8,2.9,42.1,27.0
Конотоп,2011,3,-1.2,11.7,-18.9,2.0,8.7,23.0
Конотоп,2011,4,8.8,24.1,-0.2,2.2,24.2,0.0
Конотоп,2011,5,16.5,29.7,2.7,1.6,27.3,0.0
Конотоп,2011,6,20.4,31.8,10.4,1.8,92.7,0.0
Конотоп,2011,7,22.3,32.1,13.3,1.6,81.8,0.0
Конотоп,2011,8,18.9,29.7,9.2,1.6,43.1,0.0
Конотоп,2011,9,14.0,25.2,5.3,1.2,13.2,0.0
Конотоп,2011,10,6.4,23.1,-5.1,1.5,45.7,0.0
Конотоп,2011,11,1.5,10.4,-9.2,2.0,7.1,1.0
Конотоп,2011,12,1.2,8.6,-9.5,2.7,61.4,8.0
Кривий Ріг,2011,1,-4.4,2.6,-15.8,3.1,23.4,10.0
Кривий Ріг,2011,2,-6.1,7.7,-17.3,5.7,16.3,10.0
Кривий Ріг,2011,3,1.4,16.4,-14.0,4.5,10.9,7.0
Кривий Ріг,2011,4,9.3,22.2,-0.7,4.8,26.5,0.0
Кривий Ріг,2011,5,17.0,29.1,4.4,3.6,9.0,0.0
Кривий Ріг,2011,6,21.0,32.7,10.9,3.3,42.5,0.0
Кривий Ріг,2011,7,23.9,35.2,12.7,3.8,29.0,0.0
Кривий Ріг,2011,8,21.3,34.8,11.3,4.1,16.8,0.0
Кривий Ріг,2011,9,17.0,31.2,5.8,3.5,13.8,0.0
Кривий Ріг,2011,10,8.1,26.0,-4.5,3.9,7.0,0.0
Кривий Ріг,2011,11,1.2,11.6,-12.4,3.6,0.4,0.0
Кривий Ріг,2011,12,2.4,12.9,-8.2,4.5,49.6,0.7
Лубни,2011,1,-5.0,0.5,-14.5,1.6,36.7,24.0
Лубни,2011,2,-7.6,6.1,-19.0,3.0,28.9,25.0
Лубни,2011,3,0.3,13.3,-13.7,2.0,13.7,15.0
Лубни,2011,4,9.3,22.7,-0.4,2.3,35.7,0.0
Лубни,2011,5,17.2,30.1,1.9,1.5,7.1,0.0
Лубни,2011,6,20.7,30.6,12.5,1.5,82.4,0.0
Лубни,2011,7,22.4,31.9,13.4,1.5,113.4,0.0
Лубни,2011,8,19.6,30.7,10.3,2.0,10.7,0.0
Лубни,2011,9,15.0,26.6,6.4,1.9,19.2,0.0
Лубни,2011,10,6.9,23.1,-4.7,1.7,23.2,0.0
Лубни,2011,11,1.6,9.3,-8.2,2.1,1.7,0.0
Лубни,2011,12,1.4,8.2,-9.9,2.3,95.8,10.0
Львів,2011,1,-1.6,7.2,-18.7,2.0,55.4,14.0
Львів,2011,2,-4.0,10.0,-15.3,3.4,44.4,18.0
Львів,2011,3,1.8,17.9,-16.8,2.7,21.4,10.0
Львів,2011,4,10.0,21.5,-0.1,3.0,45.5,0.0
Львів,2011,5,13.9,27.7,-1.6,1.8,43.5,0.0
Львів,2011,6,18.2,29.5,8.6,2.5,67.5,0.0
Львів,2011,7,18.7,31.1,9.7,2.1,190.8,0.0
Львів,2011,8,18.9,28.6,7.9,2.1,46.0,0.0
Львів,2011,9,15.2,28.5,3.8,2.3,18.4,0.0
Львів,2011,10,7.5,21.9,-1.9,3.3,23.0,0.0
Львів,2011,11,2.2,14.2,-6.5,3.1,0.8,1.0
Львів,2011,12,1.6,12.2,-10.1,3.4,63.6,8.0
Любашівка,2011,1,-2.9,7.5,-15.8,2.6,47.3,13.0
Любашівка,2011,2,-4.8,12.2,-14.8,4.1,23.2,13.0
Любашівка,2011,3,2.0,17.8,-13.5,3.4,16.4,13.0
Любашівка,2011,4,9.6,22.5,0.4,3.7,43.5,0.0
Любашівка,2011,5,16.5,29.6,1.2,2.8,19.4,0.0
Любашівка,2011,6,20.0,32.1,11.7,2.4,184.3,0.0
Любашівка,2011,7,22.4,33.0,9.8,1.8,29.8,0.0
Любашівка,2011,8,20.1,30.2,10.5,2.7,35.6,0.0
Любашівка,2011,9,17.2,30.0,6.0,2.0,10.8,0.0
Любашівка,2011,10,8.0,24.9,-3.4,2.6,45.4,0.0
Любашівка,2011,11,1.9,11.0,-5.7,2.3,1.2,0.7
Любашівка,2011,12,2.2,11.2,-9.8,2.9,42.3,4.0
Маріуполь,2011,1,-3.7,4.8,-13.0,4.3,37.7,6.0
Маріуполь,2011,2,-5.4,5.4,-15.2,7.2,25.3,7.0
Маріуполь,2011,3,1.1,10.3,-13.8,4.6,20.5,5.0
Маріуполь,2011,4,8.8,19.5,0.7,5.4,64.5,0.0
Маріуполь,2011,5,16.7,26.5,5.7,3.7,19.8,0.0
Маріуполь,2011,6,21.8,30.2,14.0,4.3,76.6,0.0
Маріуполь,2011,7,25.9,35.6,15.9,3.8,5.4,0.0
Маріуполь,2011,8,22.6,31.4,13.3,4.1,58.9,0.0
Маріуполь,2011,9,17.5,26.5,7.5,3.8,17.6,0.0
Маріуполь,2011,10,9.7,21.9,-0.6,3.6,34.2,0.0
Маріуполь,2011,11,0.9,10.9,-9.9,3.4,7.1,0.7
Маріуполь,2011,12,2.1,7.3,-5.0,4.5,67.7,6.0
Миронівка,2011,1,-2.9,2.8,-13.1,2.5,22.4,10.0
Миронівка,2011,2,-5.9,10.3,-16.0,3.4,18.8,6.0
Миронівка,2011,3,1.4,15.4,-15.7,2.9,5.7,5.0
Миронівка,2011,4,9.7,23.1,-0.2,2.8,16.6,0.0
Миронівка,2011,5,16.4,30.1,1.5,2.2,23.3,0.0
Миронівка,2011,6,20.4,31.9,10.9,2.4,155.3,0.0
Миронівка,2011,7,21.8,32.0,10.3,1.7,165.8,0.0
Миронівка,2011,8,19.0,29.3,10.4,2.4,67.3,0.0
Миронівка,2011,9,15.3,28.1,3.8,1.9,24.5,0.0
Миронівка,2011,10,7.4,23.9,-3.4,2.1,76.3,0.0
Миронівка,2011,11,2.1,10.7,-6.3,2.4,3.6,0.0
Миронівка,2011,12,2.2,10.1,-9.9,3.0,37.6,1.0
Могилів-Подільський,2011,1,-1.5,20.2,-14.3,0.9,19.4,7.0
Могилів-Подільський,2011,2,-2.7,14.2,-12.7,2.0,27.7,15.0
Могилів-Подільський,2011,3,2.7,19.5,-14.6,1.3,8.5,9.0
Могилів-Подільський,2011,4,10.1,23.3,-0.8,1.8,34.9,0.0
Могилів-Подільський,2011,5,16.5,30.0,4.1,1.4,31.0,0.0
Могилів-Подільський,2011,6,20.3,32.9,9.6,1.4,120.5,0.0
Могилів-Подільський,2011,7,22.2,35.8,7.8,0.9,35.3,0.0
Могилів-Подільський,2011,8,20.4,31.5,8.7,1.1,9.9,0.0
Могилів-Подільський,2011,9,16.8,30.7,3.6,0.8,5.0,0.0
Могилів-Подільський,2011,10,8.0,26.6,-4.7,1.0,32.8,0.0
Могилів-Подільський,2011,11,3.1,35.6,-8.1,1.1,2.3,0.0
Могилів-Подільський,2011,12,2.6,12.8,-10.6,1.1,21.1,1.0
Одеса,2011,1,-0.2,8.2,-10.2,2.5,63.5,28.0
Одеса,2011,2,-2.3,11.6,-11.0,4.5,11.7,15.0
Одеса,2011,3,3.3,17.3,-8.9,3.4,5.2,7.0
Одеса,2011,4,9.8,20.8,0.7,2.9,46.3,0.0
Одеса,2011,5,16.3,26.0,6.0,2.2,12.1,0.0
Одеса,2011,6,20.8,29.8,12.8,2.2,101.6,0.0
Одеса,2011,7,23.4,33.4,14.0,1.8,30.0,0.0
Одеса,2011,8,22.4,31.8,15.0,2.0,18.0,0.0
Одеса,2011,9,19.0,29.9,9.6,1.9,31.3,0.0
Одеса,2011,10,10.5,26.7,0.5,2.5,8.7,0.0
Одеса,2011,11,4.2,12.0,-2.1,2.4,0.1,0.0
Одеса,2011,12,4.5,13.6,-5.2,2.5,63.3,1.0
Полтава,2011,1,-6.1,0.3,-19.4,2.4,22.5,19.0
Полтава,2011,2,-8.3,5.1,-20.0,4.4,15.9,16.0
Полтава,2011,3,0.1,13.0,-15.0,2.9,10.0,2.0
Полтава,2011,4,9.0,23.3,-0.4,3.3,45.7,0.0
Полтава,2011,5,17.4,28.7,5.0,2.3,46.2,0.0
Полтава,2011,6,20.5,30.4,12.6,2.6,100.6,0.0
Полтава,2011,7,23.0,33.6,15.0,2.4,164.1,0.0
Полтава,2011,8,20.3,33.6,10.2,2.7,52.8,0.0
Полтава,2011,9,15.7,28.6,6.3,2.5,11.8,0.0
Полтава,2011,10,7.5,22.5,-2.6,2.6,11.6,0.0
Полтава,2011,11,0.9,9.6,-11.6,2.9,9.0,0.0
Полтава,2011,12,1.4,9.4,-6.0,2.8,68.2,0.8
Рівне,2011,1,-2.9,7.5,-16.0,3.7,35.5,11.0
Рівне,2011,2,-6.1,8.4,-18.8,5.6,30.2,14.0
Рівне,2011,3,0.6,17.6,-19.3,4.2,8.6,12.0
Рівне,2011,4,9.2,22.8,-1.0,4.3,29.2,0.0
Рівне,2011,5,15.0,30.1,0.5,3.3,21.4,0.0
Рівне,2011,6,19.0,30.7,9.8,3.7,72.7,0.0
Рівне,2011,7,20.3,33.5,10.1,3.1,90.4,0.0
Рівне,2011,8,18.9,29.3,8.4,2.8,40.7,0.0
Рівне,2011,9,15.2,29.5,3.5,3.2,8.3,0.0
Рівне,2011,10,6.8,22.9,-3.4,3.4,17.0,0.0
Рівне,2011,11,1.6,12.0,-7.9,3.5,5.1,0.0
Рівне,2011,12,1.4,12.8,-6.7,4.2,58.1,6.0
Сарни,2011,1,-2.2,4.9,-15.5,1.2,27.3,10.0
Сарни,2011,2,-5.0,9.0,-20.4,2.1,34.5,13.0
Сарни,2011,3,1.4,17.2,-18.7,1.4,9.4,11.0
Сарни,2011,4,9.4,23.9,-0.2,1.8,15.3,0.0
Сарни,2011,5,14.9,30.0,1.9,1.8,23.9,0.0
Сарни,2011,6,19.7,30.6,10.2,2.6,42.6,0.0
Сарни,2011,7,20.5,32.7,11.2,1.9,101.7,0.0
Сарни,2011,8,18.7,28.8,8.1,2.0,77.8,0.0
Сарни,2011,9,14.6,28.0,2.3,2.2,12.3,0.0
Сарни,2011,10,6.7,23.1,-4.7,2.0,23.8,0.0
Сарни,2011,11,2.3,12.3,-9.0,2.4,5.0,0.8
Сарни,2011,12,1.8,13.3,-5.4,3.0,46.6,7.0
Світловодськ,2011,1,-4.0,2.1,-16.3,2.0,30.6,9.0
Світловодськ,2011,2,-6.3,8.0,-16.1,4.3,12.5,11.0
Світловодськ,2011,3,0.7,13.6,-14.0,2.7,5.8,3.0
Світловодськ,2011,4,9.2,22.6,0.6,2.8,42.7,0.0
Світловодськ,2011,5,17.2,29.4,3.0,2.2,16.8,0.0
Світловодськ,2011,6,21.5,31.8,14.8,2.2,123.0,0.0
Світловодськ,2011,7,23.2,34.0,14.1,2.0,114.0,0.0
Світловодськ,2011,8,20.9,30.6,10.6,2.5,16.1,0.0
Світловодськ,2011,9,16.8,26.9,7.2,2.1,8.4,0.0
Світловодськ,2011,10,8.4,23.1,-3.5,2.1,20.5,0.0
Світловодськ,2011,11,2.3,9.7,-9.2,2.5,4.5,0.0
Світловодськ,2011,12,2.7,11.8,-6.2,3.1,62.7,2.0
Сімферополь,2011,1,-0.5,8.8,-10.3,4.2,37.6,8.0
Сімферополь,2011,2,-1.7,9.0,-12.4,6.8,11.0,4.0
Сімферополь,2011,3,3.1,18.7,-9.2,5.8,8.5,3.0
Сімферополь,2011,4,8.5,21.0,-1.0,5.7,58.9,0.0
Сімферополь,2011,5,14.8,26.2,1.9,3.8,45.1,0.0
Сімферополь,2011,6,20.0,29.4,11.5,3.7,77.0,0.0
Сімферополь,2011,7,24.1,36.6,12.0,4.0,0.1,0.0
Сімферополь,2011,8,22.0,33.5,10.6,4.1,15.0,0.0
Сімферополь,2011,9,18.2,30.9,7.8,4.1,21.7,0.0
Сімферополь,2011,10,10.3,25.3,-2.4,4.6,68.5,0.0
Сімферополь,2011,11,2.3,10.7,-6.5,3.7,5.9,0.7
Сімферополь,2011,12,5.2,16.4,-5.6,4.4,42.2,6.0
Суми,2011,1,-6.8,0.3,-19.7,3.5,28.3,29.0
Суми,2011,2,-9.6,3.8,-21.6,4.9,15.1,25.0
Суми,2011,3,-1.9,11.3,-19.1,3.6,4.5,13.0
Суми,2011,4,8.0,23.1,-2.1,3.6,32.3,0.0
Суми,2011,5,16.7,29.5,3.8,2.6,18.2,0.0
Суми,2011,6,20.0,30.8,9.7,2.9,87.2,0.0
Суми,2011,7,22.2,33.1,14.6,2.7,108.8,0.0
Суми,2011,8,19.0,31.8,8.7,2.8,26.8,0.0
Суми,2011,9,14.2,26.3,5.5,2.7,13.8,0.0
Суми,2011,10,6.6,23.3,-5.3,2.6,23.4,0.0
Суми,2011,11,0.3,8.8,-12.0,3.3,8.3,1.0
Суми,2011,12,0.8,8.9,-8.6,4.5,64.3,6.0
Тернопіль,2011,1,-2.5,7.2,-18.2,3.3,32.9,8.0
Тернопіль,2011,2,-4.8,10.9,-16.2,5.1,30.2,13.0
Тернопіль,2011,3,0.6,17.7,-17.1,4.0,7.2,12.0
Тернопіль,2011,4,9.1,21.5,0.2,4.9,34.0,0.0
Тернопіль,2011,5,14.4,27.8,1.5,3.4,42.4,0.0
Тернопіль,2011,6,18.1,28.9,9.7,4.2,84.2,0.0
Тернопіль,2011,7,19.4,32.6,9.1,3.3,98.3,0.0
Тернопіль,2011,8,18.6,28.1,7.9,3.4,12.7,0.0
Тернопіль,2011,9,15.0,28.9,3.6,3.1,9.4,0.0
Тернопіль,2011,10,6.9,23.5,-5.1,3.6,15.6,0.0
Тернопіль,2011,11,1.6,10.6,-7.1,3.3,2.6,1.0
Тернопіль,2011,12,1.1,12.6,-11.7,3.9,35.4,3.0
Ужгород,2011,1,-0.7,9.3,-16.3,1.9,59.0,9.0
Ужгород,2011,2,-2.1,6.3,-11.4,2.0,14.4,6.0
Ужгород,2011,3,5.5,20.1,-7.6,2.4,32.1,1.0
Ужгород,2011,4,12.3,23.5,-1.4,3.0,23.4,0.0
Ужгород,2011,5,16.3,29.5,-1.0,2.5,30.1,0.0
Ужгород,2011,6,20.2,30.6,9.7,3.0,37.8,0.0
Ужгород,2011,7,20.2,32.6,10.6,2.2,155.5,0.0
Ужгород,2011,8,21.3,34.1,8.4,2.0,13.6,0.0
Ужгород,2011,9,18.1,29.9,5.3,1.8,40.0,0.0
Ужгород,2011,10,9.2,25.0,-3.7,1.9,23.2,0.0
Ужгород,2011,11,1.3,16.5,-7.3,1.0,4.5,0.7
Ужгород,2011,12,2.4,10.8,-3.2,2.1,127.9,4.0
Умань,2011,1,-3.1,5.0,-17.1,1.3,27.9,9.0
Умань,2011,2,-5.3,11.8,-16.8,3.4,17.3,9.0
Умань,2011,3,1.5,16.4,-14.7,1.9,4.1,9.0
Умань,2011,4,9.5,23.0,-0.8,2.3,26.4,0.0
Умань,2011,5,15.8,28.7,2.9,1.3,75.1,0.0
Умань,2011,6,19.6,30.9,11.0,1.5,129.0,0.0
Умань,2011,7,21.7,32.6,8.4,0.5,151.3,0.0
Умань,2011,8,18.8,28.8,7.8,1.1,50.7,0.0
Умань,2011,9,15.0,29.0,3.6,0.7,12.4,0.0
Умань,2011,10,6.9,24.8,-5.0,1.3,69.9,0.0
Умань,2011,11,1.8,11.3,-5.2,1.3,1.8,0.9
Умань,2011,12,1.9,12.1,-10.2,1.4,28.9,0.7
Харків,2011,1,-7.0,-0.3,-19.4,2.9,30.8,17.0
Харків,2011,2,-9.0,4.0,-19.7,4.8,17.4,15.0
Харків,2011,3,-0.4,11.8,-15.8,3.5,5.9,3.0
Харків,2011,4,8.5,22.7,-1.2,3.9,47.9,0.0
Харків,2011,5,18.0,28.8,6.7,2.7,28.4,0.0
Харків,2011,6,21.1,30.9,13.2,3.3,121.7,0.0
Харків,2011,7,24.1,34.3,15.7,3.0,139.6,0.0
Харків,2011,8,21.1,34.5,10.7,2.9,10.9,0.0
Харків,2011,9,15.6,29.7,5.8,2.8,12.7,0.0
Харків,2011,10,7.8,24.5,-2.8,3.0,26.6,0.0
Харків,2011,11,0.5,8.2,-9.9,3.5,7.7,1.0
Харків,2011,12,1.3,9.2,-5.9,4.4,53.0,3.0
Херсон,2011,1,-2.7,5.8,-19.7,2.5,23.5,15.0
Херсон,2011,2,-3.8,10.4,-14.3,4.2,11.0,10.0
Херсон,2011,3,2.5,17.6,-12.3,3.9,3.1,2.0
Херсон,2011,4,9.7,22.5,-0.5,3.3,39.9,0.0
Херсон,2011,5,16.9,30.6,2.7,2.0,35.8,0.0
Херсон,2011,6,21.3,32.1,12.0,1.9,79.7,0.0
Херсон,2011,7,24.7,36.7,13.4,2.1,2.4,0.0
Херсон,2011,8,22.3,34.0,11.5,2.5,5.7,0.0
Херсон,2011,9,18.4,30.8,6.4,2.0,17.0,0.0
Херсон,2011,10,9.5,26.3,-3.0,2.6,6.9,0.0
Херсон,2011,11,2.2,17.0,-12.2,1.8,0.7,0.0
Херсон,2011,12,3.8,13.5,-7.3,2.3,46.3,0.0
Хмельницький,2011,1,-2.8,7.2,-15.1,3.5,26.9,14.0
Хмельницький,2011,2,-5.4,10.2,-17.9,5.3,47.6,27.0
Хмельницький,2011,3,0.7,16.4,-14.3,4.1,10.9,21.0
Хмельницький,2011,4,9.1,22.0,0.4,5.0,25.1,1.0
Хмельницький,2011,5,15.2,27.3,2.8,3.6,13.7,0.0
Хмельницький,2011,6,18.6,29.5,10.2,4.1,121.8,0.0
Хмельницький,2011,7,19.7,30.8,7.4,3.1,69.8,0.0
Хмельницький,2011,8,18.6,28.7,9.7,3.5,13.2,0.0
Хмельницький,2011,9,15.6,27.6,6.5,3.1,15.2,0.0
Хмельницький,2011,10,7.1,23.4,-3.2,3.6,28.4,0.0
Хмельницький,2011,11,1.8,11.6,-5.8,3.7,4.3,0.7
Хмельницький,2011,12,1.1,12.0,-9.0,3.8,19.8,6.0
