City,Year,Month,Average Temperature,Max Temperature,Min Temperature,Average Wind Speed,Total Precipitation,Max Snow Depth
Умань,2010,2,-0 °,+3.2°,-2.8°,1.7 м/с,0.5 мм,34 см
Умань,2010,3,+0.9 °,+14.2°,-17.1°,1.8 м/с,38.7 мм,50 см
Умань,2010,4,+9.4 °,+20.4°,-0.2°,1.2 м/с,45.1 мм,-
Умань,2010,5,+16.4 °,+25°,+6.8°,1.3 м/с,48.1 мм,-
Умань,2010,6,+20.5 °,+32.9°,+9°,1.2 м/с,138.5 мм,-
Умань,2010,7,+23 °,+33.8°,+13.4°,0.6 м/с,63.9 мм,-
Умань,2010,8,+23.6 °,+36.6°,+8.9°,1 м/с,34.3 мм,-
Умань,2010,9,+14.5 °,+26°,+3.6°,1.2 м/с,47.3 мм,-
Умань,2010,10,+5.8 °,+13°,-4°,1.1 м/с,42.3 мм,-
Умань,2010,11,+8.7 °,+21°,-6.8°,1.6 м/с,51.3 мм,5 см
Умань,2010,12,-3.8 °,+8.5°,-13.6°,1.7 м/с,61.3 мм,20 см
Харків,2010,2,-0.6 °,+4.1°,-2.6°,4.2 м/с,0.301 мм,6 см
Харків,2010,3,+0.3 °,+13.9°,-10.6°,3.6 м/с,18.6 мм,9 см
Харків,2010,4,+10.4 °,+20.6°,+2.2°,3.6 м/с,25.1 мм,-
Харків,2010,5,+18 °,+28.3°,+8.8°,3.5 м/с,45.6 мм,-
Харків,2010,6,+23.2 °,+34.6°,+12.1°,3.7 м/с,19.7 мм,-
Харків,2010,7,+25.8 °,+36.4°,+16.6°,3 м/с,62.2 мм,-
Харків,2010,8,+26.1 °,+39.5°,+11.3°,3.3 м/с,16.3 мм,-
Харків,2010,9,+15.7 °,+31.6°,+5.5°,3.6 м/с,118.8 мм,-
Харків,2010,10,+5.9 °,+14.7°,-3.3°,3.9 м/с,101 мм,-
Харків,2010,11,+7.8 °,+19.9°,-6.3°,4.2 м/с,41.9 мм,0.7 см
Харків,2010,12,-1.7 °,+10.8°,-14.6°,4.1 м/с,64.8 мм,7 см
Херсон,2010,2,+2 °,+9.2°,-1.5°,3.2 м/с,0 мм,2 см
Херсон,2010,3,+3.4 °,+19.1°,-8.8°,2.6 м/с,14.6 мм,5 см
Херсон,2010,4,+10.7 °,+20.7°,+1.3°,1.9 м/с,11 мм,-
Херсон,2010,5,+17.6 °,+27.3°,+7.3°,1.1 м/с,61.3 мм,-
Херсон,2010,6,+22.5 °,+34.8°,+14°,1.9 м/с,69.5 мм,-
Херсон,2010,7,+24.7 °,+35.2°,+15.2°,1.8 м/с,44.9 мм,-
Херсон,2010,8,+26.1 °,+40.5°,+11.9°,2.1 м/с,44 мм,-
Херсон,2010,9,+17.7 °,+28°,+6.8°,2.5 м/с,157.1 мм,-
Херсон,2010,10,+7.8 °,+19.3°,-2.1°,2.2 м/с,136.2 мм,-
Херсон,2010,11,+10.5 °,+21.1°,-1.2°,2.5 м/с,43 мм,-
Херсон,2010,12,+1.6 °,+14.6°,-10.5°,3.2 м/с,68.9 мм,11 см
Хмельницький,2010,2,+0.9 °,+4.1°,-1.4°,4.5 м/с,0.101 мм,19 см
Хмельницький,2010,3,+1.6 °,+16°,-11.3°,4.3 м/с,21.1 мм,13 см
Хмельницький,2010,4,+9.3 °,+21°,-0.2°,4 м/с,33.3 мм,-
Хмельницький,2010,5,+15.4 °,+23.7°,+7.8°,3.7 м/с,89.6 мм,-
Хмельницький,2010,6,+18.4 °,+30.6°,+9°,3.7 м/с,212.2 мм,-
Хмельницький,2010,7,+21.4 °,+31.6°,+11.9°,2.8 м/с,46.4 мм,-
Хмельницький,2010,8,+21.1 °,+33.4°,+7.8°,3.2 м/с,79 мм,-
Хмельницький,2010,9,+12.9 °,+23°,+5.7°,3.1 м/с,60.8 мм,-
Хмельницький,2010,10,+5 °,+12.1°,-2.8°,3.6 м/с,48.8 мм,-
Хмельницький,2010,11,+6.9 °,+18.8°,-10.8°,4 м/с,36 мм,4 см
Хмельницький,2010,12,-4.7 °,+7.6°,-12.3°,3.9 м/с,68.5 мм,16 см
Чернігів,2010,2,-0.1 °,+2.6°,-2.8°,3.4 м/с,0.3 мм,42 см
Чернігів,2010,3,-0.3 °,+14.6°,-12.8°,3 м/с,14.2 мм,43 см
Чернігів,2010,4,+9.4 °,+20.4°,+1°,2.5 м/с,24 мм,-
Чернігів,2010,5,+17.1 °,+26.2°,+6.1°,2.7 м/с,61.4 мм,-
Чернігів,2010,6,+21.5 °,+77°,+7.4°,3.1 м/с,31.9 мм,-
Чернігів,2010,7,+24.6 °,+53.5°,+14.6°,2.2 м/с,46.9 мм,-
Чернігів,2010,8,+23.2 °,+37.4°,+9°,2.4 м/с,37.7 мм,-
Чернігів,2010,9,+13.8 °,+25.2°,+4.7°,2 м/с,77 мм,-
Чернігів,2010,10,+5.3 °,+14°,-3°,2.6 м/с,35.1 мм,-
Чернігів,2010,11,+6.2 °,+18.1°,-14°,3 м/с,103 мм,19 см
Чернігів,2010,12,-5.3 °,+4.3°,-20.2°,2.7 м/с,68.3 мм,19 см
Чернівці,2010,2,+1.6 °,+5.2°,-0.8°,2.7 м/с,0.3 мм,17 см
Чернівці,2010,3,+3.6 °,+19.5°,-11°,3 м/с,35.3 мм,10 см
Чернівці,2010,4,+10.1 °,+22.7°,+0.8°,3.4 м/с,28.8 мм,-
Чернівці,2010,5,+15.8 °,+26°,+9.2°,2.8 м/с,125.8 мм,-
Чернівці,2010,6,+18.6 °,+30.9°,+10.4°,3.1 м/с,222.5 мм,-
Чернівці,2010,7,+21.4 °,+31.2°,+12.9°,2.7 м/с,72.9 мм,-
Чернівці,2010,8,+21.6 °,+32.2°,+9.5°,2.5 м/с,45 мм,-
Чернівці,2010,9,+13.6 °,+23.6°,+7°,2.7 м/с,90.8 мм,-
Чернівці,2010,10,+6 °,+13.8°,-2.6°,2.8 м/с,41.4 мм,-
Чернівці,2010,11,+7.8 °,+21.1°,-7.1°,2.5 м/с,17.4 мм,2 см
Чернівці,2010,12,-4.5 °,+10.8°,-14.5°,2.7 м/с,67.7 мм,16 см
Чорноморське,2010,2,+3.7 °,+10.8°,-1°,5.6 м/с,0 мм,-
Чорноморське,2010,3,+5 °,+13.5°,-3.7°,4.6 м/с,11.6 мм,2 см
Чорноморське,2010,4,+10.2 °,+18.9°,+2.2°,3.6 м/с,11.1 мм,-
Чорноморське,2010,5,+16.5 °,+25.7°,+7.3°,3.2 м/с,28.4 мм,-
Чорноморське,2010,6,+22.2 °,+28.8°,+14.8°,3.6 м/с,87.3 мм,-
Чорноморське,2010,7,+24.8 °,+31.6°,+12.7°,2.9 м/с,53.6 мм,-
Чорноморське,2010,8,+26.2 °,+38.6°,+14.4°,3.2 м/с,0 мм,-
Чорноморське,2010,9,+19.1 °,+27.9°,+10°,4.3 м/с,30.1 мм,-
Чорноморське,2010,10,+10.1 °,+19.6°,+0.6°,4.6 м/с,116.1 мм,-
Чорноморське,2010,11,+12.7 °,+20.4°,+3.5°,4 м/с,42.1 мм,-
Чорноморське,2010,12,+6.1 °,+17.2°,-5.1°,5.3 м/с,98.5 мм,1 см
Шепетівка,2010,2,+1.1 °,+4.7°,-1°,2.7 м/с,0 мм,22 см
Шепетівка,2010,3,+1.3 °,+16.4°,-12.4°,2.8 м/с,21.7 мм,15 см
Шепетівка,2010,4,+9.2 °,+22.8°,-0.8°,3 м/с,13.6 мм,-
Шепетівка,2010,5,+15.9 °,+25°,+5.3°,2.8 м/с,156.7 мм,-
Шепетівка,2010,6,+18.9 °,+31.5°,+7.8°,2.7 м/с,84.4 мм,-
Шепетівка,2010,7,+21.7 °,+32.8°,+11.5°,1.7 м/с,145.8 мм,-
Шепетівка,2010,8,+20.8 °,+33.2°,+6.9°,2 м/с,85.6 мм,-
Шепетівка,2010,9,+12.9 °,+24.2°,+4.5°,2.4 м/с,87.8 мм,-
Шепетівка,2010,10,+5.1 °,+13°,-3.4°,2.6 м/с,39.2 мм,-
Шепетівка,2010,11,+6.5 °,+20.7°,-12.5°,3.7 м/с,53.9 мм,11 см
Шепетівка,2010,12,-4.5 °,+6.6°,-13.6°,3 м/с,72 мм,19 см
Донецьк,2010,2,-0.1 °,+4.4°,-3.4°,5.6 м/с,0.001 мм,5 см
Донецьк,2010,3,+1.5 °,+15.9°,-9.9°,4.7 м/с,15.8 мм,4 см
Донецьк,2010,4,+9.6 °,+20.4°,+0.7°,3.5 м/с,24.7 мм,-
Донецьк,2010,5,+17.2 °,+27.1°,+8°,3.2 м/с,91.6 мм,-
Донецьк,2010,6,+22.8 °,+33.8°,+11.1°,4 м/с,26.5 мм,-
Донецьк,2010,7,+25.4 °,+35.9°,+17.1°,3.4 м/с,39.9 мм,-
Донецьк,2010,8,+26.3 °,+38.6°,+8.7°,4.1 м/с,2 мм,-
Донецьк,2010,9,+17.3 °,+33.6°,+4.8°,4.3 м/с,53.7 мм,-
Донецьк,2010,10,+6.1 °,+17°,-3.1°,4.7 м/с,55 мм,-
Донецьк,2010,11,+8.5 °,+19.3°,-0.6°,4 м/с,29.8 мм,-
Донецьк,2010,12,0 °,+10.4°,-8.5°,4.4 м/с,77.9 мм,17 см
Луганськ,2010,2,+0.5 °,+6.6°,-3°,3.3 м/с,0.001 мм,-
Луганськ,2010,3,+2.1 °,+20.8°,-10.7°,2.7 м/с,19.2 мм,7 см
Луганськ,2010,4,+10 °,+22.2°,-1°,2.3 м/с,31.9 мм,-
Луганськ,2010,5,+17.8 °,+28.6°,+5.7°,1.9 м/с,91.6 мм,-
Луганськ,2010,6,+23.6 °,+35.5°,+9.6°,2.2 м/с,20.3 мм,-
Луганськ,2010,7,+25.8 °,+39°,+16°,1.8 м/с,48.2 мм,-
Луганськ,2010,8,+25.8 °,+41°,+5.8°,1.9 м/с,4.5 мм,-
Луганськ,2010,9,+17.4 °,+36°,+2.2°,2.4 м/с,70.5 мм,-
Луганськ,2010,10,+6.7 °,+19.6°,-3.3°,2.6 м/с,33.2 мм,-
Луганськ,2010,11,+8.6 °,+21°,-2.8°,2.2 м/с,33.3 мм,-
Луганськ,2010,12,+1.1 °,+20.2°,-9°,2.2 м/с,60.4 мм,10 см
Вінниця,2011,1,-3 °,+6.1°,-13.6°,3.2 м/с,22.4 мм,8 см
Вінниця,2011,2,-5.9 °,+10.6°,-17.2°,5.4 м/с,38 мм,19 см
Вінниця,2011,3,+0.6 °,+16.9°,-16.1°,3.9 м/с,5.8 мм,15 см
Вінниця,2011,4,+9.1 °,+21.4°,+0.8°,4.5 м/с,19.9 мм,0.7 см
Вінниця,2011,5,+15.3 °,+26.8°,+2.4°,3.4 м/с,45.1 мм,-
Вінниця,2011,6,+19.2 °,+29.5°,+10.6°,3.8 м/с,141.6 мм,-
Вінниця,2011,7,+20.5 °,+30.8°,+9.4°,2.9 м/с,79.4 мм,-
Вінниця,2011,8,+18.4 °,+28.3°,+8.2°,3.5 м/с,19.6 мм,-
Вінниця,2011,9,+15.2 °,+26.7°,+4.2°,2.8 м/с,14.2 мм,-
Вінниця,2011,10,+6.8 °,+23.8°,-3.6°,3.8 м/с,43.8 мм,-
Вінниця,2011,11,+1.6 °,+11.4°,-7°,3.6 м/с,1.6 мм,1 см
Вінниця,2011,12,+1.3 °,+12°,-9.8°,3.8 м/с,14.6 мм,4 см
Володимир,2011,1,-1.6 °,+6.3°,-13.7°,1.9 м/с,47.3 мм,12 см
Володимир,2011,2,-4.3 °,+8.6°,-15.4°,3.1 м/с,33.5 мм,7 см
Володимир,2011,3,+1.8 °,+18.1°,-17°,2.6 м/с,10.7 мм,6 см
Володимир,2011,4,+10 °,+22.8°,+0.4°,2.7 м/с,34 мм,-
Володимир,2011,5,+14.3 °,+28.4°,+0°,1.9 м/с,43.6 мм,-
Володимир,2011,6,+18.6 °,+30.6°,+10°,2.1 м/с,101.6 мм,-
Володимир,2011,7,+19.3 °,+32.2°,+10.7°,1.7 м/с,210.5 мм,-
Володимир,2011,8,+18.8 °,+28.4°,+8.3°,1.6 м/с,107.8 мм,-
Володимир,2011,9,+14.7 °,+27.8°,+1°,1.4 м/с,11.1 мм,-
Володимир,2011,10,+7.3 °,+21.8°,-3.2°,1.8 м/с,27.3 мм,-
Володимир,2011,11,+2.1 °,+12.6°,-7.4°,1.9 м/с,1.7 мм,0.7 см
Володимир,2011,12,+2.2 °,+12.1°,-4.6°,2.1 м/с,42.4 мм,1 см
Дніпро,2011,1,-5.7 °,+1°,-18.5°,2.8 м/с,47.1 мм,32 см
Дніпро,2011,2,-7.3 °,+4.8°,-19.5°,5.7 м/с,55.9 мм,23 см
Дніпро,2011,3,+0.5 °,+15.3°,-15.5°,4.3 м/с,28.2 мм,18 см
Дніпро,2011,4,+9.2 °,+24.1°,-0.5°,4.2 м/с,24 мм,-
Дніпро,2011,5,+17.9 °,+31°,+4.7°,3.3 м/с,29.3 мм,-
Дніпро,2011,6,+21.2 °,+32.5°,+11.7°,3.2 м/с,114.9 мм,-
Дніпро,2011,7,+23.9 °,+35.6°,+15.2°,3.2 м/с,51.2 мм,-
Дніпро,2011,8,+21.6 °,+35.7°,+11.6°,3.5 м/с,19.1 мм,-
Дніпро,2011,9,+16.6 °,+31.2°,+6.4°,3.2 м/с,23.5 мм,-
Дніпро,2011,10,+8.4 °,+25.1°,-2.7°,3.5 м/с,12.4 мм,-
Дніпро,2011,11,+0.9 °,+11.6°,-11.1°,3.6 м/с,5.2 мм,-
Дніпро,2011,12,+1.6 °,+12.2°,-5.6°,4.3 м/с,45.2 мм,1 см
Житомир,2011,1,-2.1 °,+4.2°,-12.2°,1.8 м/с,18.1 мм,9 см
Житомир,2011,2,-5.8 °,+10.4°,-18.4°,2.4 м/с,36.3 мм,25 см
Житомир,2011,3,+1.3 °,+16°,-16.2°,1.8 м/с,9.2 мм,16 см
Житомир,2011,4,+9.5 °,+21.8°,+0.4°,1.7 м/с,29.4 мм,-
Житомир,2011,5,+15.6 °,+29.2°,+2.3°,1.1 м/с,32.6 мм,-
Житомир,2011,6,+19.9 °,+30°,+11.2°,1.1 м/с,100.5 мм,-
Житомир,2011,7,+20.7 °,+31°,+10.2°,1.2 м/с,135.2 мм,-
Житомир,2011,8,+18.8 °,+28°,+9.3°,1.2 м/с,52.1 мм,-
Житомир,2011,9,+15 °,+26.6°,+3.8°,1.2 м/с,21.2 мм,-
Житомир,2011,10,+6.8 °,+22.8°,-3.9°,1.1 м/с,28.6 мм,-
Житомир,2011,11,+2.2 °,+11.8°,-6.4°,1.5 м/с,2.8 мм,-
Житомир,2011,12,+2 °,+12.4°,-8.2°,1.9 м/с,25.1 мм,4 см
Запоріжжя,2011,1,-5.5 °,+2.3°,-21.7°,2.5 м/с,28.4 мм,27 см
Запоріжжя,2011,2,-7 °,+5.3°,-19.4°,4.9 м/с,17 мм,18 см
Запоріжжя,2011,3,+0.7 °,+15.2°,-15.9°,3.9 м/с,7.9 мм,6 см
Запоріжжя,2011,4,+9.3 °,+24.1°,-1.4°,4.1 м/с,35.7 мм,-
Запоріжжя,2011,5,+17.8 °,+29.7°,+4.3°,2.8 м/с,35.9 мм,-
Запоріжжя,2011,6,+21.5 °,+31.5°,+12.6°,2.7 м/с,112.6 мм,-
Запоріжжя,2011,7,+24.3 °,+35.6°,+14.6°,2.7 м/с,76.3 мм,-
Запоріжжя,2011,8,+22 °,+35.2°,+12°,3.2 м/с,13.1 мм,-
Запоріжжя,2011,9,+16.9 °,+31.4°,+5.5°,3 м/с,22 мм,-
Запоріжжя,2011,10,+8.8 °,+24.5°,-4.1°,3.1 м/с,8.5 мм,-
Запоріжжя,2011,11,+0.8 °,+11.4°,-12.5°,3 м/с,6.8 мм,-
Запоріжжя,2011,12,+2 °,+11.9°,-6.5°,4.1 м/с,38.7 мм,2 см
Івано-Франківськ,2011,1,-2.4 °,+8°,-19.2°,1.6 м/с,29.5 мм,9 см
Івано-Франківськ,2011,2,-2.9 °,+15°,-15°,3.7 м/с,32.5 мм,18 см
Івано-Франківськ,2011,3,+1.7 °,+18.7°,-18.7°,2.7 м/с,20.5 мм,16 см
Івано-Франківськ,2011,4,+9.4 °,+22°,-1°,3.7 м/с,33.4 мм,-
Івано-Франківськ,2011,5,+14.1 °,+27.4°,+0.7°,2.5 м/с,42 мм,-
Івано-Франківськ,2011,6,+18.2 °,+31°,+9.2°,3.1 м/с,78.2 мм,-
Івано-Франківськ,2011,7,+19.6 °,+32.8°,+6.8°,2.3 м/с,80.3 мм,-
Івано-Франківськ,2011,8,+19.2 °,+30.2°,+7.9°,2.2 м/с,52.9 мм,-
Івано-Франківськ,2011,9,+15.8 °,+29.8°,+2.7°,1.9 м/с,15.4 мм,-
Івано-Франківськ,2011,10,+7.2 °,+25.1°,-6.5°,2.4 м/с,23.9 мм,-
Івано-Франківськ,2011,11,+1.3 °,+12.2°,-8.3°,1.5 м/с,2.5 мм,-
Івано-Франківськ,2011,12,+1.3 °,+15.5°,-11.4°,1.9 м/с,19.8 мм,2 см
Ізюм,2011,1,-7.3 °,+1.3°,-22.8°,1 м/с,49.6 мм,30 см
Ізюм,2011,2,-9.2 °,+4.8°,-26.6°,2.9 м/с,30.6 мм,27 см
Ізюм,2011,3,-0.4 °,+13.6°,-21.8°,2.2 м/с,7.8 мм,16 см
Ізюм,2011,4,+8.6 °,+24.4°,-2.4°,2.2 м/с,35.6 мм,-
Ізюм,2011,5,+17.2 °,+29.6°,+4.8°,1.4 м/с,57.9 мм,-
Ізюм,2011,6,+20.6 °,+31.3°,+10.5°,1.4 м/с,138.4 мм,-
Ізюм,2011,7,+23.8 °,+35.2°,+12.5°,1.3 м/с,77.2 мм,-
Ізюм,2011,8,+20.2 °,+34.8°,+6.4°,1.4 м/с,18.2 мм,-
Ізюм,2011,9,+14.4 °,+27.9°,+2.4°,1.2 м/с,24.2 мм,-
Ізюм,2011,10,+7.6 °,+24.9°,-5.2°,1.3 м/с,59.3 мм,-
Ізюм,2011,11,+0.1 °,+9.8°,-14.4°,2.1 м/с,10.3 мм,1 см
Ізюм,2011,12,+1.7 °,+9.9°,-5.9°,2.7 м/с,41.9 мм,1 см
Керч,2011,1,+0.2 °,+9°,-7.5°,3.8 м/с,27.9 мм,3 см
Керч,2011,2,-1.4 °,+9.6°,-11.2°,6.4 м/с,15.3 мм,4 см
Керч,2011,3,+3 °,+16.8°,-8.8°,5.7 м/с,8.8 мм,4 см
Керч,2011,4,+8.7 °,+18.8°,-0.4°,5.4 м/с,54.7 мм,-
Керч,2011,5,+15.4 °,+26.4°,+4.9°,4 м/с,10 мм,-
Керч,2011,6,+21.3 °,+30°,+12.6°,3.9 м/с,33.3 мм,-
Керч,2011,7,+25.4 °,+34°,+13.4°,3.8 м/с,0.3 мм,-
Керч,2011,8,+23.6 °,+32.9°,+15.1°,4.2 м/с,31.8 мм,-
Керч,2011,9,+19.1 °,+29.2°,+8°,4.5 м/с,18 мм,-
Керч,2011,10,+11.7 °,+25.3°,+0.6°,4.7 м/с,53.7 мм,-
Керч,2011,11,+2.2 °,+10.6°,-7.1°,4.1 м/с,14 мм,8 см
Керч,2011,12,+5.2 °,+14.3°,-3.3°,4.4 м/с,55.7 мм,-
Київ,2011,1,-2.3 °,+11.5°,-13.4°,2.6 м/с,21.3 мм,11 см
Київ,2011,2,-6.2 °,+9.9°,-17.1°,3.1 м/с,31.8 мм,18 см
Київ,2011,3,+1.6 °,+15.7°,-10.2°,2.9 м/с,6.4 мм,11 см
Київ,2011,4,+10.2 °,+23.6°,+0.6°,2.7 м/с,23.2 мм,-
Київ,2011,5,+16.8 °,+30.7°,+3.4°,2.4 м/с,27.5 мм,-
Київ,2011,6,+21.1 °,+31.9°,+12.7°,2.6 м/с,133 мм,-
Київ,2011,7,+21.7 °,+32°,+9.9°,1.6 м/с,152.2 мм,-
Київ,2011,8,+19.3 °,+28.9°,+11.6°,2.2 м/с,51.3 мм,-
Київ,2011,9,+15.7 °,+26°,+7.5°,2 м/с,18.8 мм,-
Київ,2011,10,+7.6 °,+22.9°,-1°,2 м/с,78.8 мм,-
Київ,2011,11,+2.4 °,+11.3°,-5.8°,2.6 м/с,3 мм,0.8 см
Київ,2011,12,+2.2 °,+11.7°,-9.5°,3 м/с,29.1 мм,0.8 см
Кропивницький,2011,1,-4.4 °,+2.2°,-17°,3.4 м/с,37.5 мм,16 см
Кропивницький,2011,2,-6.2 °,+9.2°,-18°,5 м/с,11.5 мм,16 см
Кропивницький,2011,3,+1.3 °,+15.4°,-13.4°,4.2 м/с,94.9 мм,6 см
Кропивницький,2011,4,+9.1 °,+22.8°,-2.2°,4.4 м/с,38.4 мм,-
Кропивницький,2011,5,+16.4 °,+36°,+2.4°,3.5 м/с,35.9 мм,-
Кропивницький,2011,6,+20.2 °,+31.4°,+11.5°,3 м/с,129.7 мм,-
Кропивницький,2011,7,+22.4 °,+33.7°,+11.3°,2.8 м/с,42.3 мм,-
Кропивницький,2011,8,+19.8 °,+30.6°,+9.4°,3.5 м/с,20.2 мм,-
Кропивницький,2011,9,+15.7 °,+29.5°,+3.2°,2.7 м/с,7 мм,-
Кропивницький,2011,10,+7.2 °,+26°,-5°,3 м/с,21.7 мм,-
Кропивницький,2011,11,+1.2 °,+10.9°,-10.9°,3 м/с,1.3 мм,0.7 см
Кропивницький,2011,12,+1.9 °,+11°,-9.7°,4.1 м/с,51.9 мм,5 см
Конотоп,2011,1,-5.1 °,+0.8°,-15.4°,2.2 м/с,46.9 мм,28 см
Конотоп,2011,2,-8.7 °,+4.4°,-19.8°,2.9 м/с,42.1 мм,27 см
Конотоп,2011,3,-1.2 °,+11.7°,-18.9°,2 м/с,8.7 мм,23 см
Конотоп,2011,4,+8.8 °,+24.1°,-0.2°,2.2 м/с,24.2 мм,-
Конотоп,2011,5,+16.5 °,+29.7°,+2.7°,1.6 м/с,27.3 мм,-
Конотоп,2011,6,+20.4 °,+31.8°,+10.4°,1.8 м/с,92.7 мм,-
Конотоп,2011,7,+22.3 °,+32.1°,+13.3°,1.6 м/с,81.8 мм,-
Конотоп,2011,8,+18.9 °,+29.7°,+9.2°,1.6 м/с,43.1 мм,-
Конотоп,2011,9,+14 °,+25.2°,+5.3°,1.2 м/с,13.2 мм,-
Конотоп,2011,10,+6.4 °,+23.1°,-5.1°,1.5 м/с,45.7 мм,-
Конотоп,2011,11,+1.5 °,+10.4°,-9.2°,2 м/с,7.1 мм,1 см
Конотоп,2011,12,+1.2 °,+8.6°,-9.5°,2.7 м/с,61.4 мм,8 см
Кривий Ріг,2011,1,-4.4 °,+2.6°,-15.8°,3.1 м/с,23.4 мм,10 см
Кривий Ріг,2011,2,-6.1 °,+7.7°,-17.3°,5.7 м/с,16.3 мм,10 см
Кривий Ріг,2011,3,+1.4 °,+16.4°,-14°,4.5 м/с,10.9 мм,7 см
Кривий Ріг,2011,4,+9.3 °,+22.2°,-0.7°,4.8 м/с,26.5 мм,-
Кривий Ріг,2011,5,+17 °,+29.1°,+4.4°,3.6 м/с,9 мм,-
Кривий Ріг,2011,6,+21 °,+32.7°,+10.9°,3.3 м/с,42.5 мм,-
Кривий Ріг,2011,7,+23.9 °,+35.2°,+12.7°,3.8 м/с,29 мм,-
Кривий Ріг,2011,8,+21.3 °,+34.8°,+11.3°,4.1 м/с,16.8 мм,-
Кривий Ріг,2011,9,+17 °,+31.2°,+5.8°,3.5 м/с,13.8 мм,-
Кривий Ріг,2011,10,+8.1 °,+26°,-4.5°,3.9 м/с,7 мм,-
Кривий Ріг,2011,11,+1.2 °,+11.6°,-12.4°,3.6 м/с,0.4 мм,-
Кривий Ріг,2011,12,+2.4 °,+12.9°,-8.2°,4.5 м/с,49.6 мм,0.7 см
Лубни,2011,1,-5 °,+0.5°,-14.5°,1.6 м/с,36.7 мм,24 см
Лубни,2011,2,-7.6 °,+6.1°,-19°,3 м/с,28.9 мм,25 см
Лубни,2011,3,+0.3 °,+13.3°,-13.7°,2 м/с,13.7 мм,15 см
Лубни,2011,4,+9.3 °,+22.7°,-0.4°,2.3 м/с,35.7 мм,-
Лубни,2011,5,+17.2 °,+30.1°,+1.9°,1.5 м/с,7.1 мм,-
Лубни,2011,6,+20.7 °,+30.6°,+12.5°,1.5 м/с,82.4 мм,-
Лубни,2011,7,+22.4 °,+31.9°,+13.4°,1.5 м/с,113.4 мм,-
Лубни,2011,8,+19.6 °,+30.7°,+10.3°,2 м/с,10.7 мм,-
Лубни,2011,9,+15 °,+26.6°,+6.4°,1.9 м/с,19.2 мм,-
Лубни,2011,10,+6.9 °,+23.1°,-4.7°,1.7 м/с,23.2 мм,-
Лубни,2011,11,+1.6 °,+9.3°,-8.2°,2.1 м/с,1.7 мм,-
Лубни,2011,12,+1.4 °,+8.2°,-9.9°,2.3 м/с,95.8 мм,10 см
Львів,2011,1,-1.6 °,+7.2°,-18.7°,2 м/с,55.4 мм,14 см
Львів,2011,2,-4 °,+10°,-15.3°,3.4 м/с,44.4 мм,18 см
Львів,2011,3,+1.8 °,+17.9°,-16.8°,2.7 м/с,21.4 мм,10 см
Львів,2011,4,+10 °,+21.5°,-0.1°,3 м/с,45.5 мм,-
Львів,2011,5,+13.9 °,+27.7°,-1.6°,1.8 м/с,43.5 мм,-
Львів,2011,6,+18.2 °,+29.5°,+8.6°,2.5 м/с,67.5 мм,-
Львів,2011,7,+18.7 °,+31.1°,+9.7°,2.1 м/с,190.8 мм,-
Львів,2011,8,+18.9 °,+28.6°,+7.9°,2.1 м/с,46 мм,-
Львів,2011,9,+15.2 °,+28.5°,+3.8°,2.3 м/с,18.4 мм,-
Львів,2011,10,+7.5 °,+21.9°,-1.9°,3.3 м/с,23 мм,-
Львів,2011,11,+2.2 °,+14.2°,-6.5°,3.1 м/с,0.8 мм,1 см
Львів,2011,12,+1.6 °,+12.2°,-10.1°,3.4 м/с,63.6 мм,8 см
Любашівка,2011,1,-2.9 °,+7.5°,-15.8°,2.6 м/с,47.3 мм,13 см
Любашівка,2011,2,-4.8 °,+12.2°,-14.8°,4.1 м/с,23.2 мм,13 см
Любашівка,2011,3,+2 °,+17.8°,-13.5°,3.4 м/с,16.4 мм,13 см
Любашівка,2011,4,+9.6 °,+22.5°,+0.4°,3.7 м/с,43.5 мм,-
Любашівка,2011,5,+16.5 °,+29.6°,+1.2°,2.8 м/с,19.4 мм,-
Любашівка,2011,6,+20 °,+32.1°,+11.7°,2.4 м/с,184.3 мм,-
Любашівка,2011,7,+22.4 °,+33°,+9.8°,1.8 м/с,29.8 мм,-
Любашівка,2011,8,+20.1 °,+30.2°,+10.5°,2.7 м/с,35.6 мм,-
Любашівка,2011,9,+17.2 °,+30°,+6°,2 м/с,10.8 мм,-
Любашівка,2011,10,+8 °,+24.9°,-3.4°,2.6 м/с,45.4 мм,-
Любашівка,2011,11,+1.9 °,+11°,-5.7°,2.3 м/с,1.2 мм,0.7 см
Любашівка,2011,12,+2.2 °,+11.2°,-9.8°,2.9 м/с,42.3 мм,4 см
Маріуполь,2011,1,-3.7 °,+4.8°,-13°,4.3 м/с,37.7 мм,6 см
Маріуполь,2011,2,-5.4 °,+5.4°,-15.2°,7.2 м/с,25.3 мм,7 см
Маріуполь,2011,3,+1.1 °,+10.3°,-13.8°,4.6 м/с,20.5 мм,5 см
Маріуполь,2011,4,+8.8 °,+19.5°,+0.7°,5.4 м/с,64.5 мм,-
Маріуполь,2011,5,+16.7 °,+26.5°,+5.7°,3.7 м/с,19.8 мм,-
Маріуполь,2011,6,+21.8 °,+30.2°,+14°,4.3 м/с,76.6 мм,-
Маріуполь,2011,7,+25.9 °,+35.6°,+15.9°,3.8 м/с,5.4 мм,-
Маріуполь,2011,8,+22.6 °,+31.4°,+13.3°,4.1 м/с,58.9 мм,-
Маріуполь,2011,9,+17.5 °,+26.5°,+7.5°,3.8 м/с,17.6 мм,-
